Season,League,Team,wins,losses,win_loss_pct,gb,pts_per_g,opp_pts_per_g,Playoffs
2001/2002,NBA,Boston Celtics,49,33,.598,3.0,96.4,94.1,Yes
2001/2002,NBA,Orlando Magic,44,38,.537,8.0,100.5,98.9,Yes
2001/2002,NBA,Philadelphia 76ers,43,39,.524,9.0,91.0,89.4,Yes
2001/2002,NBA,Washington Wizards,37,45,.451,15.0,92.8,94.2,No
2001/2002,NBA,Miami Heat,36,46,.439,16.0,87.2,88.7,No
2001/2002,NBA,New York Knicks,30,52,.366,22.0,91.6,95.6,No
2001/2002,NBA,Detroit Pistons,50,32,.610,—,94.3,92.2,Yes
2001/2002,NBA,Charlotte Hornets,44,38,.537,6.0,93.9,92.9,Yes
2001/2002,NBA,Toronto Raptors,42,40,.512,8.0,91.4,91.8,Yes
2001/2002,NBA,Indiana Pacers,42,40,.512,8.0,96.8,96.5,Yes
2001/2002,NBA,Milwaukee Bucks,41,41,.500,9.0,97.5,97.7,No
2001/2002,NBA,Atlanta Hawks,33,49,.402,17.0,94.0,98.3,No
2001/2002,NBA,Cleveland Cavaliers,29,53,.354,21.0,95.3,98.6,No
2001/2002,NBA,Chicago Bulls,21,61,.256,29.0,89.5,98.0,No
2001/2002,NBA,San Antonio Spurs,58,24,.707,—,96.7,90.5,Yes
2001/2002,NBA,Dallas Mavericks,57,25,.695,1.0,105.2,101.0,Yes
2001/2002,NBA,Minnesota Timberwolves,50,32,.610,8.0,99.3,96.0,Yes
2001/2002,NBA,Utah Jazz,44,38,.537,14.0,96.0,95.1,Yes
2001/2002,NBA,Houston Rockets,28,54,.341,30.0,92.3,97.2,No
2001/2002,NBA,Denver Nuggets,27,55,.329,31.0,92.2,98.0,No
2001/2002,NBA,Memphis Grizzlies,23,59,.280,35.0,89.9,97.3,No
2001/2002,NBA,Sacramento Kings,61,21,.744,—,104.6,97.0,Yes
2001/2002,NBA,Los Angeles Lakers,58,24,.707,3.0,101.3,94.1,Yes
2001/2002,NBA,Portland Trail Blazers,49,33,.598,12.0,96.6,93.7,Yes
2001/2002,NBA,Seattle SuperSonics,45,37,.549,16.0,97.7,94.7,Yes
2001/2002,NBA,Los Angeles Clippers,39,43,.476,22.0,95.7,96.1,No
2001/2002,NBA,Phoenix Suns,36,46,.439,25.0,95.1,95.8,No
2001/2002,NBA,Golden State Warriors,21,61,.256,40.0,97.7,103.1,No
2001/2002,WNBA,Charlotte Sting,18,14,.563,—,70.0,66.7,Yes
2001/2002,WNBA,New York Liberty,18,14,.563,—,65.3,63.0,Yes
2001/2002,WNBA,Washington Mystics,17,15,.531,1.0,66.7,66.1,Yes
2001/2002,WNBA,Indiana Fever,16,16,.500,2.0,65.5,66.5,Yes
2001/2002,WNBA,Orlando Miracle,16,16,.500,2.0,70.4,70.5,No
2001/2002,WNBA,Miami Sol,15,17,.469,3.0,63.9,65.3,No
2001/2002,WNBA,Cleveland Rockers,10,22,.313,8.0,64.7,66.9,No
2001/2002,WNBA,Detroit Shock,9,23,.281,9.0,66.1,70.8,No
2001/2002,WNBA,Los Angeles Sparks,25,7,.781,—,76.6,69.8,Yes
2001/2002,WNBA,Houston Comets,24,8,.750,1.0,64.8,59.1,Yes
2001/2002,WNBA,Utah Starzz,20,12,.625,5.0,75.6,73.3,Yes
2001/2002,WNBA,Seattle Storm,17,15,.531,8.0,68.4,65.7,Yes
2001/2002,WNBA,Portland Fire,16,16,.500,9.0,68.6,69.6,No
2001/2002,WNBA,Sacramento Monarchs,14,18,.438,11.0,67.7,71.7,No
2001/2002,WNBA,Phoenix Mercury,11,21,.344,14.0,65.3,71.6,No
2001/2002,WNBA,Minnesota Lynx,10,22,.313,15.0,62.6,65.8,No
2002/2003,NBA,New Jersey Nets,49,33,.598,—,95.4,90.1,Yes
2002/2003,NBA,Philadelphia 76ers,48,34,.585,1.0,96.8,94.5,Yes
2002/2003,NBA,Boston Celtics,44,38,.537,5.0,92.7,93.1,Yes
2002/2003,NBA,Orlando Magic,42,40,.512,7.0,98.5,98.4,Yes
2002/2003,NBA,Washington Wizards,37,45,.451,12.0,91.5,92.5,No
2002/2003,NBA,New York Knicks,37,45,.451,12.0,95.9,97.2,No
2002/2003,NBA,Miami Heat,25,57,.305,24.0,85.6,90.6,No
2002/2003,NBA,Detroit Pistons,50,32,.610,—,91.4,87.7,Yes
2002/2003,NBA,Indiana Pacers,48,34,.585,2.0,96.8,93.3,Yes
2002/2003,NBA,New Orleans Hornets,47,35,.573,3.0,93.9,91.8,Yes
2002/2003,NBA,Milwaukee Bucks,42,40,.512,8.0,99.5,99.3,Yes
2002/2003,NBA,Atlanta Hawks,35,47,.427,15.0,94.1,97.6,No
2002/2003,NBA,Chicago Bulls,30,52,.366,20.0,95.0,100.1,No
2002/2003,NBA,Toronto Raptors,24,58,.293,26.0,90.9,96.8,No
2002/2003,NBA,Cleveland Cavaliers,17,65,.207,33.0,91.4,101.0,No
2002/2003,NBA,San Antonio Spurs,60,22,.732,—,95.8,90.4,Yes
2002/2003,NBA,Dallas Mavericks,60,22,.732,—,103.0,95.2,Yes
2002/2003,NBA,Minnesota Timberwolves,51,31,.622,9.0,98.1,96.0,Yes
2002/2003,NBA,Utah Jazz,47,35,.573,13.0,94.7,92.3,Yes
2002/2003,NBA,Houston Rockets,43,39,.524,17.0,93.8,92.3,No
2002/2003,NBA,Memphis Grizzlies,28,54,.341,32.0,97.5,100.7,No
2002/2003,NBA,Denver Nuggets,17,65,.207,43.0,84.2,92.4,No
2002/2003,NBA,Sacramento Kings,59,23,.720,—,101.7,95.2,Yes
2002/2003,NBA,Los Angeles Lakers,50,32,.610,9.0,100.4,98.0,Yes
2002/2003,NBA,Portland Trail Blazers,50,32,.610,9.0,95.2,92.5,Yes
2002/2003,NBA,Phoenix Suns,44,38,.537,15.0,95.5,94.4,Yes
2002/2003,NBA,Seattle SuperSonics,40,42,.488,19.0,92.1,92.3,No
2002/2003,NBA,Golden State Warriors,38,44,.463,21.0,102.4,103.6,No
2002/2003,NBA,Los Angeles Clippers,27,55,.329,32.0,93.8,97.9,No
2002/2003,WNBA,Detroit Shock,25,9,.735,—,75.1,70.4,Yes
2002/2003,WNBA,Charlotte Sting,18,16,.529,7.0,65.2,64.6,Yes
2002/2003,WNBA,Connecticut Sun,18,16,.529,7.0,70.1,70.9,Yes
2002/2003,WNBA,Cleveland Rockers,17,17,.500,8.0,65.6,65.0,Yes
2002/2003,WNBA,Indiana Fever,16,18,.471,9.0,68.7,68.3,No
2002/2003,WNBA,New York Liberty,16,18,.471,9.0,66.0,66.4,No
2002/2003,WNBA,Washington Mystics,9,25,.265,16.0,68.5,73.5,No
2002/2003,WNBA,Los Angeles Sparks,24,10,.706,—,73.5,71.5,Yes
2002/2003,WNBA,Houston Comets,20,14,.588,4.0,66.0,63.0,Yes
2002/2003,WNBA,Sacramento Monarchs,19,15,.559,5.0,67.6,65.2,Yes
2002/2003,WNBA,Minnesota Lynx,18,16,.529,6.0,70.0,69.7,Yes
2002/2003,WNBA,Seattle Storm,18,16,.529,6.0,70.2,66.9,No
2002/2003,WNBA,San Antonio Silver Stars,12,22,.353,12.0,65.1,71.4,No
2002/2003,WNBA,Phoenix Mercury,8,26,.235,16.0,61.7,66.8,No
2003/2004,NBA,New Jersey Nets,47,35,.573,—,90.3,87.8,Yes
2003/2004,NBA,Miami Heat,42,40,.512,5.0,90.3,89.7,Yes
2003/2004,NBA,New York Knicks,39,43,.476,8.0,92.0,93.5,Yes
2003/2004,NBA,Boston Celtics,36,46,.439,11.0,95.3,96.7,Yes
2003/2004,NBA,Philadelphia 76ers,33,49,.402,14.0,88.0,90.5,No
2003/2004,NBA,Washington Wizards,25,57,.305,22.0,91.8,97.4,No
2003/2004,NBA,Orlando Magic,21,61,.256,26.0,94.0,101.1,No
2003/2004,NBA,Indiana Pacers,61,21,.744,—,91.4,85.6,Yes
2003/2004,NBA,Detroit Pistons,54,28,.659,7.0,90.1,84.3,Yes
2003/2004,NBA,New Orleans Hornets,41,41,.500,20.0,91.8,91.9,Yes
2003/2004,NBA,Milwaukee Bucks,41,41,.500,20.0,98.0,97.0,Yes
2003/2004,NBA,Cleveland Cavaliers,35,47,.427,26.0,92.9,95.5,No
2003/2004,NBA,Toronto Raptors,33,49,.402,28.0,85.4,88.5,No
2003/2004,NBA,Atlanta Hawks,28,54,.341,33.0,92.8,97.5,No
2003/2004,NBA,Chicago Bulls,23,59,.280,38.0,89.7,96.0,No
2003/2004,NBA,Minnesota Timberwolves,58,24,.707,—,94.5,89.1,Yes
2003/2004,NBA,San Antonio Spurs,57,25,.695,1.0,91.5,84.3,Yes
2003/2004,NBA,Dallas Mavericks,52,30,.634,6.0,105.2,100.8,Yes
2003/2004,NBA,Memphis Grizzlies,50,32,.610,8.0,96.7,94.3,Yes
2003/2004,NBA,Houston Rockets,45,37,.549,13.0,89.8,88.0,Yes
2003/2004,NBA,Denver Nuggets,43,39,.524,15.0,97.2,96.1,Yes
2003/2004,NBA,Utah Jazz,42,40,.512,16.0,88.7,89.9,No
2003/2004,NBA,Los Angeles Lakers,56,26,.683,—,98.2,94.3,Yes
2003/2004,NBA,Sacramento Kings,55,27,.671,1.0,102.8,97.8,Yes
2003/2004,NBA,Portland Trail Blazers,41,41,.500,15.0,90.7,92.0,No
2003/2004,NBA,Golden State Warriors,37,45,.451,19.0,93.3,94.0,No
2003/2004,NBA,Seattle SuperSonics,37,45,.451,19.0,97.1,97.8,No
2003/2004,NBA,Phoenix Suns,29,53,.354,27.0,94.2,97.9,No
2003/2004,NBA,Los Angeles Clippers,28,54,.341,28.0,94.8,99.4,No
2003/2004,WNBA,Connecticut Sun,18,16,.529,—,68.7,67.8,Yes
2003/2004,WNBA,New York Liberty,18,16,.529,—,66.2,67.6,Yes
2003/2004,WNBA,Detroit Shock,17,17,.500,1.0,69.6,70.0,Yes
2003/2004,WNBA,Washington Mystics,17,17,.500,1.0,68.4,70.1,Yes
2003/2004,WNBA,Charlotte Sting,16,18,.471,2.0,61.5,63.8,No
2003/2004,WNBA,Indiana Fever,15,19,.441,3.0,64.6,66.0,No
2003/2004,WNBA,Los Angeles Sparks,25,9,.735,—,73.4,69.4,Yes
2003/2004,WNBA,Seattle Storm,20,14,.588,5.0,71.7,66.6,Yes
2003/2004,WNBA,Minnesota Lynx,18,16,.529,7.0,63.7,64.4,Yes
2003/2004,WNBA,Sacramento Monarchs,18,16,.529,7.0,68.0,65.9,Yes
2003/2004,WNBA,Phoenix Mercury,17,17,.500,8.0,67.6,65.7,No
2003/2004,WNBA,Houston Comets,13,21,.382,12.0,64.0,65.0,No
2003/2004,WNBA,San Antonio Silver Stars,9,25,.265,16.0,64.4,69.5,No
2004/2005,NBA,Boston Celtics,45,37,.549,—,101.3,100.4,Yes
2004/2005,NBA,Philadelphia 76ers,43,39,.524,2.0,99.1,99.9,Yes
2004/2005,NBA,New Jersey Nets,42,40,.512,3.0,91.4,92.9,Yes
2004/2005,NBA,Toronto Raptors,33,49,.402,12.0,99.7,101.4,No
2004/2005,NBA,New York Knicks,33,49,.402,12.0,97.3,99.7,No
2004/2005,NBA,Detroit Pistons,54,28,.659,—,93.3,89.5,Yes
2004/2005,NBA,Chicago Bulls,47,35,.573,7.0,94.5,93.4,Yes
2004/2005,NBA,Indiana Pacers,44,38,.537,10.0,93.0,92.2,Yes
2004/2005,NBA,Cleveland Cavaliers,42,40,.512,12.0,96.5,95.7,No
2004/2005,NBA,Milwaukee Bucks,30,52,.366,24.0,97.2,100.2,No
2004/2005,NBA,Miami Heat,59,23,.720,—,101.5,95.0,Yes
2004/2005,NBA,Washington Wizards,45,37,.549,14.0,100.5,100.8,Yes
2004/2005,NBA,Orlando Magic,36,46,.439,23.0,99.5,101.8,No
2004/2005,NBA,Charlotte Bobcats,18,64,.220,41.0,94.3,100.2,No
2004/2005,NBA,Atlanta Hawks,13,69,.159,46.0,92.7,102.5,No
2004/2005,NBA,Seattle SuperSonics,52,30,.634,—,98.9,96.6,Yes
2004/2005,NBA,Denver Nuggets,49,33,.598,3.0,99.5,97.5,Yes
2004/2005,NBA,Minnesota Timberwolves,44,38,.537,8.0,96.8,95.3,No
2004/2005,NBA,Portland Trail Blazers,27,55,.329,25.0,92.9,96.9,No
2004/2005,NBA,Utah Jazz,26,56,.317,26.0,93.0,97.3,No
2004/2005,NBA,Phoenix Suns,62,20,.756,—,110.4,103.3,Yes
2004/2005,NBA,Sacramento Kings,50,32,.610,12.0,103.7,101.6,Yes
2004/2005,NBA,Los Angeles Clippers,37,45,.451,25.0,95.7,96.5,No
2004/2005,NBA,Los Angeles Lakers,34,48,.415,28.0,98.7,101.7,No
2004/2005,NBA,Golden State Warriors,34,48,.415,28.0,98.7,100.9,No
2004/2005,NBA,San Antonio Spurs,59,23,.720,—,96.2,88.4,Yes
2004/2005,NBA,Dallas Mavericks,58,24,.707,1.0,102.5,96.8,Yes
2004/2005,NBA,Houston Rockets,51,31,.622,8.0,95.1,91.0,Yes
2004/2005,NBA,Memphis Grizzlies,45,37,.549,14.0,93.4,91.1,Yes
2004/2005,NBA,New Orleans Hornets,18,64,.220,41.0,88.4,95.5,No
2004/2005,WNBA,Connecticut Sun,26,8,.765,—,72.8,66.0,Yes
2004/2005,WNBA,Indiana Fever,21,13,.618,5.0,63.8,62.7,Yes
2004/2005,WNBA,New York Liberty,18,16,.529,8.0,68.1,67.2,Yes
2004/2005,WNBA,Detroit Shock,16,18,.471,10.0,66.1,67.3,Yes
2004/2005,WNBA,Washington Mystics,16,18,.471,10.0,66.6,67.8,No
2004/2005,WNBA,Charlotte Sting,6,28,.176,20.0,61.6,68.7,No
2004/2005,WNBA,Sacramento Monarchs,25,9,.735,—,68.5,61.6,Yes
2004/2005,WNBA,Seattle Storm,20,14,.588,5.0,73.5,70.8,Yes
2004/2005,WNBA,Houston Comets,19,15,.559,6.0,67.9,66.6,Yes
2004/2005,WNBA,Los Angeles Sparks,17,17,.500,8.0,68.4,69.0,Yes
2004/2005,WNBA,Phoenix Mercury,16,18,.471,9.0,69.4,69.2,No
2004/2005,WNBA,Minnesota Lynx,14,20,.412,11.0,65.0,67.3,No
2004/2005,WNBA,San Antonio Silver Stars,7,27,.206,18.0,63.0,70.6,No
2005/2006,NBA,New Jersey Nets,49,33,.598,—,93.8,92.4,Yes
2005/2006,NBA,Philadelphia 76ers,38,44,.463,11.0,99.4,101.3,No
2005/2006,NBA,Boston Celtics,33,49,.402,16.0,98.0,99.5,No
2005/2006,NBA,Toronto Raptors,27,55,.329,22.0,101.1,104.0,No
2005/2006,NBA,New York Knicks,23,59,.280,26.0,95.6,102.0,No
2005/2006,NBA,Detroit Pistons,64,18,.780,—,96.8,90.2,Yes
2005/2006,NBA,Cleveland Cavaliers,50,32,.610,14.0,97.6,95.4,Yes
2005/2006,NBA,Indiana Pacers,41,41,.500,23.0,93.9,92.0,Yes
2005/2006,NBA,Chicago Bulls,41,41,.500,23.0,97.8,97.2,Yes
2005/2006,NBA,Milwaukee Bucks,40,42,.488,24.0,97.8,98.8,Yes
2005/2006,NBA,Miami Heat,52,30,.634,—,99.9,96.0,Yes
2005/2006,NBA,Washington Wizards,42,40,.512,10.0,101.7,99.8,Yes
2005/2006,NBA,Orlando Magic,36,46,.439,16.0,94.9,96.0,No
2005/2006,NBA,Charlotte Bobcats,26,56,.317,26.0,96.9,100.9,No
2005/2006,NBA,Atlanta Hawks,26,56,.317,26.0,97.2,102.0,No
2005/2006,NBA,Denver Nuggets,44,38,.537,—,100.3,100.1,Yes
2005/2006,NBA,Utah Jazz,41,41,.500,3.0,92.4,95.0,No
2005/2006,NBA,Seattle SuperSonics,35,47,.427,9.0,102.6,105.6,No
2005/2006,NBA,Minnesota Timberwolves,33,49,.402,11.0,91.7,93.6,No
2005/2006,NBA,Portland Trail Blazers,21,61,.256,23.0,88.8,98.3,No
2005/2006,NBA,Phoenix Suns,54,28,.659,—,108.4,102.8,Yes
2005/2006,NBA,Los Angeles Clippers,47,35,.573,7.0,97.2,95.6,Yes
2005/2006,NBA,Los Angeles Lakers,45,37,.549,9.0,99.4,96.9,Yes
2005/2006,NBA,Sacramento Kings,44,38,.537,10.0,98.9,97.3,Yes
2005/2006,NBA,Golden State Warriors,34,48,.415,20.0,98.5,99.8,No
2005/2006,NBA,San Antonio Spurs,63,19,.768,—,95.6,88.8,Yes
2005/2006,NBA,Dallas Mavericks,60,22,.732,3.0,99.1,93.1,Yes
2005/2006,NBA,Memphis Grizzlies,49,33,.598,14.0,92.2,88.5,Yes
2005/2006,NBA,New Orleans/Oklahoma City Hornets,38,44,.463,25.0,92.8,95.6,No
2005/2006,NBA,Houston Rockets,34,48,.415,29.0,90.1,91.7,No
2005/2006,WNBA,Connecticut Sun,26,8,.765,—,78.9,71.1,Yes
2005/2006,WNBA,Detroit Shock,23,11,.676,3.0,74.3,70.1,Yes
2005/2006,WNBA,Indiana Fever,21,13,.618,5.0,71.6,68.1,Yes
2005/2006,WNBA,Washington Mystics,18,16,.529,8.0,80.8,78.1,Yes
2005/2006,WNBA,Charlotte Sting,11,23,.324,15.0,72.2,75.6,No
2005/2006,WNBA,New York Liberty,11,23,.324,15.0,67.2,75.4,No
2005/2006,WNBA,Chicago Sky,5,29,.147,21.0,68.3,79.0,No
2005/2006,WNBA,Los Angeles Sparks,25,9,.735,—,75.7,72.8,Yes
2005/2006,WNBA,Sacramento Monarchs,21,13,.618,4.0,74.6,70.7,Yes
2005/2006,WNBA,Houston Comets,18,16,.529,7.0,73.7,72.0,Yes
2005/2006,WNBA,Seattle Storm,18,16,.529,7.0,77.8,75.7,Yes
2005/2006,WNBA,Phoenix Mercury,18,16,.529,7.0,84.3,82.1,No
2005/2006,WNBA,San Antonio Silver Stars,13,21,.382,12.0,74.2,76.6,No
2005/2006,WNBA,Minnesota Lynx,10,24,.294,15.0,74.2,80.4,No
2006/2007,NBA,Toronto Raptors,47,35,.573,—,99.5,98.5,Yes
2006/2007,NBA,New Jersey Nets,41,41,.500,6.0,97.6,98.3,Yes
2006/2007,NBA,Philadelphia 76ers,35,47,.427,12.0,94.9,98.0,No
2006/2007,NBA,New York Knicks,33,49,.402,14.0,97.5,100.3,No
2006/2007,NBA,Boston Celtics,24,58,.293,23.0,95.8,99.2,No
2006/2007,NBA,Detroit Pistons,53,29,.646,—,96.0,91.8,Yes
2006/2007,NBA,Cleveland Cavaliers,50,32,.610,3.0,96.8,92.9,Yes
2006/2007,NBA,Chicago Bulls,49,33,.598,4.0,98.8,93.8,Yes
2006/2007,NBA,Indiana Pacers,35,47,.427,18.0,95.6,98.0,No
2006/2007,NBA,Milwaukee Bucks,28,54,.341,25.0,99.7,104.0,No
2006/2007,NBA,Miami Heat,44,38,.537,—,94.6,95.5,Yes
2006/2007,NBA,Washington Wizards,41,41,.500,3.0,104.3,104.9,Yes
2006/2007,NBA,Orlando Magic,40,42,.488,4.0,94.8,94.0,Yes
2006/2007,NBA,Charlotte Bobcats,33,49,.402,11.0,96.9,100.6,No
2006/2007,NBA,Atlanta Hawks,30,52,.366,14.0,93.7,98.4,No
2006/2007,NBA,Utah Jazz,51,31,.622,—,101.5,98.6,Yes
2006/2007,NBA,Denver Nuggets,45,37,.549,6.0,105.4,103.7,Yes
2006/2007,NBA,Portland Trail Blazers,32,50,.390,19.0,94.1,98.4,No
2006/2007,NBA,Minnesota Timberwolves,32,50,.390,19.0,96.1,99.7,No
2006/2007,NBA,Seattle SuperSonics,31,51,.378,20.0,99.1,102.0,No
2006/2007,NBA,Phoenix Suns,61,21,.744,—,110.2,102.9,Yes
2006/2007,NBA,Los Angeles Lakers,42,40,.512,19.0,103.3,103.4,Yes
2006/2007,NBA,Golden State Warriors,42,40,.512,19.0,106.5,106.9,Yes
2006/2007,NBA,Los Angeles Clippers,40,42,.488,21.0,95.6,96.1,No
2006/2007,NBA,Sacramento Kings,33,49,.402,28.0,101.3,103.1,No
2006/2007,NBA,Dallas Mavericks,67,15,.817,—,100.0,92.8,Yes
2006/2007,NBA,San Antonio Spurs,58,24,.707,9.0,98.5,90.1,Yes
2006/2007,NBA,Houston Rockets,52,30,.634,15.0,97.0,92.1,Yes
2006/2007,NBA,New Orleans/Oklahoma City Hornets,39,43,.476,28.0,95.5,97.1,No
2006/2007,NBA,Memphis Grizzlies,22,60,.268,45.0,101.6,106.7,No
2006/2007,WNBA,Detroit Shock,24,10,.706,—,79.3,74.7,Yes
2006/2007,WNBA,Indiana Fever,21,13,.618,3.0,72.9,69.7,Yes
2006/2007,WNBA,Connecticut Sun,18,16,.529,6.0,76.5,74.0,Yes
2006/2007,WNBA,New York Liberty,16,18,.471,8.0,68.7,71.4,Yes
2006/2007,WNBA,Washington Mystics,16,18,.471,8.0,76.0,77.6,No
2006/2007,WNBA,Chicago Sky,14,20,.412,10.0,74.3,76.8,No
2006/2007,WNBA,Phoenix Mercury,23,11,.676,—,89.0,85.4,Yes
2006/2007,WNBA,San Antonio Silver Stars,20,14,.588,3.0,74.0,73.1,Yes
2006/2007,WNBA,Sacramento Monarchs,19,15,.559,4.0,74.3,72.9,Yes
2006/2007,WNBA,Seattle Storm,17,17,.500,6.0,80.4,77.9,Yes
2006/2007,WNBA,Houston Comets,13,21,.382,10.0,73.8,77.3,No
2006/2007,WNBA,Los Angeles Sparks,10,24,.294,13.0,74.5,79.6,No
2006/2007,WNBA,Minnesota Lynx,10,24,.294,13.0,77.5,80.9,No
2007/2008,NBA,Boston Celtics,66,16,.805,—,100.5,90.3,Yes
2007/2008,NBA,Toronto Raptors,41,41,.500,25.0,100.2,97.3,Yes
2007/2008,NBA,Philadelphia 76ers,40,42,.488,26.0,96.6,96.2,Yes
2007/2008,NBA,New Jersey Nets,34,48,.415,32.0,95.8,100.9,No
2007/2008,NBA,New York Knicks,23,59,.280,43.0,96.9,103.5,No
2007/2008,NBA,Detroit Pistons,59,23,.720,—,97.5,90.1,Yes
2007/2008,NBA,Cleveland Cavaliers,45,37,.549,14.0,96.4,96.7,Yes
2007/2008,NBA,Indiana Pacers,36,46,.439,23.0,104.0,105.4,No
2007/2008,NBA,Chicago Bulls,33,49,.402,26.0,97.3,100.4,No
2007/2008,NBA,Milwaukee Bucks,26,56,.317,33.0,97.0,103.9,No
2007/2008,NBA,Orlando Magic,52,30,.634,—,104.5,99.0,Yes
2007/2008,NBA,Washington Wizards,43,39,.524,9.0,98.8,99.2,Yes
2007/2008,NBA,Atlanta Hawks,37,45,.451,15.0,98.2,100.0,Yes
2007/2008,NBA,Charlotte Bobcats,32,50,.390,20.0,97.1,101.4,No
2007/2008,NBA,Miami Heat,15,67,.183,37.0,91.4,100.0,No
2007/2008,NBA,Utah Jazz,54,28,.659,—,106.2,99.3,Yes
2007/2008,NBA,Denver Nuggets,50,32,.610,4.0,110.7,107.0,Yes
2007/2008,NBA,Portland Trail Blazers,41,41,.500,13.0,95.4,96.3,No
2007/2008,NBA,Minnesota Timberwolves,22,60,.268,32.0,95.6,102.4,No
2007/2008,NBA,Seattle SuperSonics,20,62,.244,34.0,97.5,106.3,No
2007/2008,NBA,Los Angeles Lakers,57,25,.695,—,108.6,101.3,Yes
2007/2008,NBA,Phoenix Suns,55,27,.671,2.0,110.1,105.0,Yes
2007/2008,NBA,Golden State Warriors,48,34,.585,9.0,111.0,108.8,No
2007/2008,NBA,Sacramento Kings,38,44,.463,19.0,102.5,104.8,No
2007/2008,NBA,Los Angeles Clippers,23,59,.280,34.0,93.8,101.1,No
2007/2008,NBA,New Orleans Hornets,56,26,.683,—,100.9,95.6,Yes
2007/2008,NBA,San Antonio Spurs,56,26,.683,—,95.4,90.6,Yes
2007/2008,NBA,Houston Rockets,55,27,.671,1.0,96.7,92.0,Yes
2007/2008,NBA,Dallas Mavericks,51,31,.622,5.0,100.4,95.9,Yes
2007/2008,NBA,Memphis Grizzlies,22,60,.268,34.0,100.7,106.9,No
2007/2008,WNBA,Detroit Shock,22,12,.647,—,78.6,74.2,Yes
2007/2008,WNBA,Connecticut Sun,21,13,.618,1.0,79.1,74.7,Yes
2007/2008,WNBA,New York Liberty,19,15,.559,3.0,75.7,74.6,Yes
2007/2008,WNBA,Indiana Fever,17,17,.500,5.0,72.7,72.3,Yes
2007/2008,WNBA,Chicago Sky,12,22,.353,10.0,72.7,73.8,No
2007/2008,WNBA,Washington Mystics,10,24,.294,12.0,69.6,76.5,No
2007/2008,WNBA,Atlanta Dream,4,30,.118,18.0,74.5,84.7,No
2007/2008,WNBA,San Antonio Silver Stars,24,10,.706,—,74.9,71.1,Yes
2007/2008,WNBA,Seattle Storm,22,12,.647,2.0,73.3,70.8,Yes
2007/2008,WNBA,Los Angeles Sparks,20,14,.588,4.0,76.4,74.2,Yes
2007/2008,WNBA,Sacramento Monarchs,18,16,.529,6.0,74.9,75.6,Yes
2007/2008,WNBA,Houston Comets,17,17,.500,7.0,75.3,76.6,No
2007/2008,WNBA,Minnesota Lynx,16,18,.471,8.0,81.4,80.0,No
2007/2008,WNBA,Phoenix Mercury,16,18,.471,8.0,88.5,88.5,No
2008/2009,NBA,Boston Celtics,62,20,.756,—,100.9,93.4,Yes
2008/2009,NBA,Philadelphia 76ers,41,41,.500,21.0,97.4,97.3,Yes
2008/2009,NBA,New Jersey Nets,34,48,.415,28.0,98.1,100.5,No
2008/2009,NBA,Toronto Raptors,33,49,.402,29.0,99.0,101.9,No
2008/2009,NBA,New York Knicks,32,50,.390,30.0,105.2,107.8,No
2008/2009,NBA,Cleveland Cavaliers,66,16,.805,—,100.3,91.4,Yes
2008/2009,NBA,Chicago Bulls,41,41,.500,25.0,102.2,102.5,Yes
2008/2009,NBA,Detroit Pistons,39,43,.476,27.0,94.2,94.7,Yes
2008/2009,NBA,Indiana Pacers,36,46,.439,30.0,105.1,106.2,No
2008/2009,NBA,Milwaukee Bucks,34,48,.415,32.0,99.3,100.4,No
2008/2009,NBA,Orlando Magic,59,23,.720,—,101.0,94.4,Yes
2008/2009,NBA,Atlanta Hawks,47,35,.573,12.0,98.1,96.5,Yes
2008/2009,NBA,Miami Heat,43,39,.524,16.0,98.3,98.0,Yes
2008/2009,NBA,Charlotte Bobcats,35,47,.427,24.0,93.6,94.9,No
2008/2009,NBA,Washington Wizards,19,63,.232,40.0,96.1,103.5,No
2008/2009,NBA,Denver Nuggets,54,28,.659,—,104.3,100.9,Yes
2008/2009,NBA,Portland Trail Blazers,54,28,.659,—,99.4,94.1,Yes
2008/2009,NBA,Utah Jazz,48,34,.585,6.0,103.6,100.9,Yes
2008/2009,NBA,Minnesota Timberwolves,24,58,.293,30.0,97.8,102.7,No
2008/2009,NBA,Oklahoma City Thunder,23,59,.280,31.0,97.0,103.1,No
2008/2009,NBA,Los Angeles Lakers,65,17,.793,—,106.9,99.3,Yes
2008/2009,NBA,Phoenix Suns,46,36,.561,19.0,109.4,107.5,No
2008/2009,NBA,Golden State Warriors,29,53,.354,36.0,108.6,112.3,No
2008/2009,NBA,Los Angeles Clippers,19,63,.232,46.0,95.1,103.9,No
2008/2009,NBA,Sacramento Kings,17,65,.207,48.0,100.6,109.3,No
2008/2009,NBA,San Antonio Spurs,54,28,.659,—,97.0,93.3,Yes
2008/2009,NBA,Houston Rockets,53,29,.646,1.0,98.4,94.4,Yes
2008/2009,NBA,Dallas Mavericks,50,32,.610,4.0,101.7,99.8,Yes
2008/2009,NBA,New Orleans Hornets,49,33,.598,5.0,95.8,94.3,Yes
2008/2009,NBA,Memphis Grizzlies,24,58,.293,30.0,93.9,99.3,No
2008/2009,WNBA,Indiana Fever,22,12,.647,—,76.6,73.6,Yes
2008/2009,WNBA,Atlanta Dream,18,16,.529,4.0,84.1,82.3,Yes
2008/2009,WNBA,Detroit Shock,18,16,.529,4.0,78.0,77.8,Yes
